InputName,InputM,InputN,InputRk,TargetRk,Opt_delta,Our_delta,Delta_diff,Svd_time,Our_time,Time_gain,Our_Iter
rnd_5_3_1,320,320,320,2,0.991032341037771,0.991064533660939,3.21926231672265e-05,0.0140075,1.0244971,-1.0104896,91
rnd_5_3_2,320,320,320,65,0.729575626093048,0.729708199743572,0.00013257365052366,0.0140075,5.7726038,-5.7585963,135
rnd_5_3_3,320,320,320,129,0.483656642937599,0.483695390751819,3.87478142199194e-05,0.0140075,12.4507276,-12.4367201,153
rnd_5_3_4,320,320,320,192,0.264044804784523,0.264048506739162,3.7019546391126e-06,0.0140075,8.5795777,-8.5655702,76
rnd_5_3_5,320,320,320,256,0.0888828477351282,0.0888838409727955,9.93237667293312e-07,0.0140075,13.9419168,-13.9279093,95
rnd_5_3_6,320,320,320,319,1.38938150184435e-05,1.38938162740327e-05,1.25558920458814e-12,0.0140075,1.5089351,-1.4949276,9
rnd_5_4_1,320,320,320,2,0.99035468011949,0.990376429487227,2.17493677372449e-05,0.0145043,0.7805711,-0.7660668,79
rnd_5_4_2,320,320,320,65,0.714709103616743,0.71473808489453,2.89812777869436e-05,0.0145043,6.9670912,-6.9525869,164
rnd_5_4_3,320,320,320,129,0.466439417129213,0.466490470661503,5.10535322897354e-05,0.0145043,11.4970739,-11.4825696,142
rnd_5_4_4,320,320,320,192,0.251580945630211,0.251594634589561,1.36889593501111e-05,0.0145043,15.7605843,-15.74608,140
rnd_5_4_5,320,320,320,256,0.0929167380145729,0.0929242657748517,7.52776027877766e-06,0.0145043,12.9111065,-12.8966022,87
rnd_5_4_6,320,320,320,319,0.000413343799819301,0.000413344222083552,4.22264250855061e-10,0.0145043,4.2357944,-4.2212901,25
rnd_5_5_1,320,320,320,2,0.990978223374989,0.991016578813726,3.8355438736204e-05,0.0157414,1.110237,-1.0944956,100
rnd_5_5_2,320,320,320,65,0.716188085111101,0.716228398524578,4.03134134763228e-05,0.0157414,5.4500406,-5.4342992,129
rnd_5_5_3,320,320,320,129,0.468254417594292,0.468261249698789,6.8321044974784e-06,0.0157414,7.5847433,-7.5690019,94
rnd_5_5_4,320,320,320,192,0.257448870805742,0.257452566200192,3.69539444988742e-06,0.0157414,13.7458422,-13.7301008,122
rnd_5_5_5,320,320,320,256,0.0807407161233175,0.0807524537017176,1.17375784000617e-05,0.0157414,10.6474914,-10.63175,72
rnd_5_5_6,320,320,320,319,0.00061698635633307,0.000616987109521956,7.5318888625997e-10,0.0157414,3.5101584,-3.494417,22
rnd_6_1_1,640,640,640,2,0.995052506007012,0.995132287321864,7.97813148520898e-05,0.0684631,3.044651,-2.9761879,69
rnd_6_1_2,640,640,640,129,0.704825948416796,0.704896622215469,7.0673798672094e-05,0.0684631,101.5624787,-101.4940156,152
rnd_6_1_3,640,640,640,257,0.452536359582805,0.45257810211988,4.17425370751734e-05,0.0684631,194.1402516,-194.0717885,154
rnd_6_1_4,640,640,640,384,0.247882971315111,0.247895729573473,1.27582583628882e-05,0.0684631,318.5466326,-318.4781695,172
rnd_6_1_5,640,640,640,512,0.0817177772440372,0.0817390031518326,2.12259077954635e-05,0.0684631,454.9854396,-454.9169765,193
rnd_6_1_6,640,640,640,639,0.000341600921229145,0.000341601286348113,3.65118967720658e-10,0.0684631,53.9382774,-53.8698143,19
rnd_6_2_1,640,640,640,2,0.995410401917955,0.995458761048367,4.83591304121234e-05,0.0698665,2.4563773,-2.3865108,57
rnd_6_2_2,640,640,640,129,0.717559532150344,0.717620602483509,6.10703331649365e-05,0.0698665,118.8492439,-118.7793774,178
rnd_6_2_3,640,640,640,257,0.467364025601024,0.467413993217959,4.99676169352647e-05,0.0698665,182.5620212,-182.4921547,145
rnd_6_2_4,640,640,640,384,0.256562705192058,0.256569928131789,7.22293973109966e-06,0.0698665,251.4349719,-251.3651054,136
rnd_6_2_5,640,640,640,512,0.0918202531404583,0.0918235964215195,3.34328106119108e-06,0.0698665,319.7404227,-319.6705562,135
rnd_6_2_6,640,640,640,639,4.62051647287794e-05,4.620516572476e-05,9.95980526513878e-13,0.0698665,31.3225005,-31.252634,11
rnd_6_3_1,640,640,640,2,0.995154856560689,0.995207071013738,5.22144530483715e-05,0.0773101,2.8110482,-2.7337381,63
rnd_6_3_2,640,640,640,129,0.703830039548071,0.703888044585524,5.80050374530128e-05,0.0773101,101.9355329,-101.8582228,153
rnd_6_3_3,640,640,640,257,0.454903706240527,0.454941650354894,3.79441143668613e-05,0.0773101,199.1907634,-199.1134533,158
rnd_6_3_4,640,640,640,384,0.248917397310175,0.248946005187432,2.86078772570308e-05,0.0773101,233.4165538,-233.3392437,126
rnd_6_3_5,640,640,640,512,0.0812854863570214,0.0812871175600447,1.63120302332231e-06,0.0773101,282.5228807,-282.4455706,120
